,0
1893,跌倒的姿勢要帥氣
1894,就算狼狽也要率性
1895,"Easy peasy, lemon squeezy"
1896,人生不如意十之八七
1897,気持ち要鬆不要緊
1898,<br/>
1899,"
"
1900,作詞：邱建豪、盧可沛、李建廷、郭哲成
1901,作曲：盧可沛、邱建豪
1902,<br/>
1903,又沒帶鑰匙出門去
1904,找不到左邊的耳機
1905,錢包放哪裡 天開始下雨
1906,雨傘迷路在剛剛的捷運
1907,<br/>
1908,手機電量紅色警訊
1909,等不到他回我的訊息
1910,暈船暈到南極 心變得冷冰冰
1911,連行人都用眼神表達同情
1912,<br/>
1913,Today only 這運氣今日限定
1914,大口深呼吸
1915,還是要 還是要笑著告訴自己
1916,<br/>
1917,"Easy peasy, lemon squeezy"
1918,跌倒的姿勢要帥氣
1919,就算狼狽也要率性
1920,"Easy peasy, lemon squeezy"
1921,人生不如意十之八七
1922,気持ち要鬆不要緊
1923,<br/>
1924,急剎車的公車司機
1925,更多更詳盡歌詞 在 
1926,喝兩口就打翻的多多綠
1927,博愛座的阿姨 表情像燈籠魚
1928,往波蘭的機票我立刻下訂
1929,<br/>
1930,Today only 這運氣今日限定
1931,再一個深呼吸
1932,邊哭邊笑 邊哭邊笑
1933,這樣告訴自己
1934,<br/>
1935,"Easy peasy, lemon squeezy"
1936,跌倒的姿勢要帥氣
1937,就算狼狽也要率性
1938,"Easy peasy, lemon squeezy"
1939,人生不如意十之八七
1940,気持ち要鬆不要緊
1941,<br/>
1942,"Easy peasy, lemon squeezy"
1943,跌倒的姿勢要帥氣
1944,就算狼狽也要率性
1945,"Easy peasy, lemon squeezy"
1946,人生不如意十之八七
1947,気持ち要鬆不要緊
1948,<br/>
1949,"
"
